ID,Name,Sex,Age,Height,Weight,Team,NOC,Year,Season,City,Sport,Event,Medal
69540,Li Xuerui,F,21,175,65,China,CHN,2012,Summer,London,Badminton,Badminton Women's Singles,Gold
69542,Li Xueying,F,22,161,58,China,CHN,2012,Summer,London,Weightlifting,Weightlifting Women's Lightweight,Gold
69978,Lin Li,F,24,171,70,China,CHN,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
70556,Liu Chunhong,F,21,160,69,China,CHN,2004,Summer,Athina,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold
70556,Liu Chunhong,F,25,160,69,China,CHN,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold
70592,Liu Huixia,F,18,157,48,China,CHN,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Gold
70636,Liu Shiwen,F,25,160,54,China,CHN,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Gold
70710,Liu Zige,F,19,181,70,China,CHN,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,Gold
70711,"Anastasiya Valeryevna ""Nastia"" Liukin",F,18,160,45,United States,USA,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,Gold
71060,Tatyana Yuryevna Logunova,F,24,174,62,Russia,RUS,2004,Summer,Athina,Fencing,"Fencing Women's epee, Team",Gold
72391,Luo Wei,F,21,180,67,China,CHN,2004,Summer,Athina,Taekwondo,Taekwondo Women's Welterweight,Gold
72398,Luo Xuejuan,F,20,167,64,China,CHN,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,Gold
73050,Linda June MacKenzie (-Single),F,24,161,52,Australia,AUS,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
73100,"Rosannagh ""Rosie"" MacLennan",F,23,158,54,Canada,CAN,2012,Summer,London,Trampolining,Trampolining Women's Individual,Gold
73645,Leonie Rebekka Maier,F,23,163,62,Germany,GER,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
73804,Alina Andreyevna Makarenko,F,17,172,48,Russia,RUS,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
73925,Anastasiya Ivanovna Maksimova,F,25,170,50,Russia,RUS,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
74270,Margarita Abdullayevna Mamun,F,20,170,50,Russia,RUS,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
74295,Laure Manaudou,F,17,180,69,France,FRA,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,Gold
74950,Melanie Margalis,F,24,173,65,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
74992,"Marianne ""Mari"" Steinbrecher",F,24,188,70,Brazil,BRA,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
75045,Carolina Mara Marn Marn,F,23,172,65,Spain,ESP,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,Gold
75262,McKayla Rose Maroney,F,16,160,46,United States,USA,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
75285,Helen Louise Maroulis,F,24,163,57,United States,USA,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",Gold
75293,Dzsenifer Marozsn,F,24,171,68,Germany,GER,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
76407,Courtney Lynn Kaiulani  Mathewson,F,25,171,69,United States,USA,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
76576,Kaori Matsumoto,F,24,163,57,Japan,JPN,2012,Summer,London,Judo,Judo Women's Lightweight,Gold
76625,Misaki Matsutomo,F,24,160,50,Japan,JPN,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,Gold
77276,Shona Clare McCallin,F,24,165,69,Great Britain,GBR,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
77390,Francena Lynette McCorory,F,23,171,68,United States,USA,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
77394,Angel Lajuane McCoughtry,F,25,185,70,United States,USA,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
77716,Emma McKeon,F,22,180,60,Australia,AUS,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
77809,Sally McLellan-Pearson,F,25,167,60,Australia,AUS,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,Gold
78005,Anna Maree Devenish Meares,F,20,165,70,Australia,AUS,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,Gold
78267,"Catherine Michelle ""Katie"" Meili",F,25,170,61,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
78649,Jessica Mendoza (-Burks),F,23,173,66,United States,USA,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
78703,Sarah Gabrielle Cabral de Menezes,F,22,154,48,Brazil,BRA,2012,Summer,London,Judo,Judo Women's Extra-Lightweight,Gold
78921,Iryna Oleksivna Merleni-Mykulchyn (Melnyk-),F,22,156,48,Ukraine,UKR,2004,Summer,Athina,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold
79676,Henriette Rnde (-Henriette Mller) Mikkelsen,F,23,166,63,Denmark,DEN,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
79938,Shaunae Miller (-Uibo),F,22,185,69,Bahamas,BAH,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Gold
79969,Alice Mary Mills (-Tait),F,18,175,63,Australia,AUS,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
79969,Alice Mary Mills (-Tait),F,18,175,63,Australia,AUS,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
80138,Yukiyo Mine,F,20,166,63,Japan,JPN,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
82008,"Alexandra Patricia ""Alex"" Morgan",F,23,173,62,United States,USA,2012,Summer,London,Football,Football Women's Football,Gold
82474,Estelle Mossely,F,23,168,60,France,FRA,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,Gold
83150,Silke Mller,F,25,165,57,Germany,GER,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
83628,Yelena Anatolyevna Murzina,F,20,178,52,Russia,RUS,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
83703,"Madeline ""Maddie"" Musselman",F,18,181,65,United States,USA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
83715,Aliya Farkhatovna Mustafina,F,17,162,48,Russia,RUS,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,Gold
83715,Aliya Farkhatovna Mustafina,F,21,162,48,Russia,RUS,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Gold
84839,Anastasiya Konstantinovna Nazarenko,F,19,172,52,Russia,RUS,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
85373,Yuliya Viktorovna Nesterenko (Bartsevich-),F,25,176,62,Belarus,BLR,2004,Summer,Athina,Athletics,Athletics Women's 100 metres,Gold
85507,Kiley Neushul,F,23,173,65,United States,USA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
86205,Viktoriya Aleksandrovna Nikishina,F,23,174,68,Russia,RUS,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Gold
86524,Rei Nishiyama,F,24,167,62,Japan,JPN,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
88226,Kelley Maureen O'Hara,F,23,165,58,United States,USA,2012,Summer,London,Football,Football Women's Football,Gold
88316,Christine Ijeoma Chika Ohuruogu,F,24,172,70,Great Britain,GBR,2008,Summer,Beijing,Athletics,Athletics Women's 400 metres,Gold
88474,Courtney Okolo,F,22,173,59,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
88651,"Penelope ""Penny"" Oleksiak",F,16,185,68,Canada,CAN,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,Gold
89324,Heather Ann OReilly (-Werry),F,19,165,60,United States,USA,2004,Summer,Athina,Football,Football Women's Football,Gold
89324,Heather Ann OReilly (-Werry),F,23,165,60,United States,USA,2008,Summer,Beijing,Football,Football Women's Football,Gold
89894,Inna Volodymyrivna Osypenko-Radomska,F,25,166,63,Ukraine,UKR,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
90241,Lily Isabelle Owsley,F,21,170,70,Great Britain,GBR,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
90631,Mariana Pajn Londoo,F,20,158,50,Colombia,COL,2012,Summer,London,Cycling,Cycling Women's BMX,Gold
90631,Mariana Pajn Londoo,F,24,158,50,Colombia,COL,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,Gold
90649,Pak Hyon-Suk,F,23,155,63,North Korea,PRK,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Middleweight,Gold
90856,Kylie Jayne Palmer,F,18,172,64,Australia,AUS,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
91704,Tessa Parkinson,F,21,177,66,Australia,AUS,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Gold
92089,Aleksandra Vyacheslavovna Patskevich,F,23,169,69,Russia,RUS,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
92104,Carly Rae Patterson (-Caldwell),F,16,152,44,United States,USA,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,Gold
92193,Ilse Paulis,F,23,174,57,Netherlands,NED,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Gold
92229,Maartje Yvonne Helene Paumen,F,22,176,66,Netherlands,NED,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
92831,Evania Pelite,F,21,169,67,Australia,AUS,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
92854,Federica Pellegrini,F,20,177,65,Italy,ITA,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,Gold
93163,Lauren Perdue,F,21,170,65,United States,USA,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
95863,Sophie Polkamp,F,24,164,59,Netherlands,NED,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
95926,Udomporn Polsak,F,22,150,53,Thailand,THA,2004,Summer,Athina,Weightlifting,Weightlifting Women's Featherweight,Gold
95956,Yevgeniya Yevgeniyevna Polyakova,F,25,164,55,Russia,RUS,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
96044,Ctlina Ponor,F,16,160,47,Romania,ROU,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold
96044,Ctlina Ponor,F,16,160,47,Romania,ROU,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,Gold
96044,Ctlina Ponor,F,16,160,47,Romania,ROU,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,Gold
96229,Alexandra Popp,F,25,174,65,Germany,GER,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
96376,Yelena Aleksandrovna Posevina,F,18,176,56,Russia,RUS,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
96376,Yelena Aleksandrovna Posevina,F,22,176,56,Russia,RUS,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
96448,Camelia Alina Potec,F,22,178,65,Romania,ROU,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,Gold
96660,"Olivia Elizabeth ""Polly"" Powrie",F,24,173,70,New Zealand,NZL,2012,Summer,London,Sailing,Sailing Women's Two Person Dinghy,Gold
97153,Yelena Gennadyevna Prokofyeva,F,22,171,54,Russia,RUS,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
97449,Monica Puig Marchn,F,22,170,64,Puerto Rico,PUR,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,Gold
97533,Halyna Vasylivna Pundyk,F,20,163,54,Ukraine,UKR,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Gold
97955,Giulia Quintavalle,F,25,174,59,Italy,ITA,2008,Summer,Beijing,Judo,Judo Women's Lightweight,Gold
97981,Alicia Quirk,F,24,173,64,Australia,AUS,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
98437,"Alexandra Rose ""Aly"" Raisman",F,18,157,52,United States,USA,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
98437,"Alexandra Rose ""Aly"" Raisman",F,18,157,52,United States,USA,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,Gold
98437,"Alexandra Rose ""Aly"" Raisman",F,22,157,52,United States,USA,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
99425,Elise Maree Rechichi,F,22,162,48,Australia,AUS,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Gold
99460,"Catherine Anne ""Cat"" Reddick (-Whitehill)",F,22,170,68,United States,USA,2004,Summer,Athina,Football,Football Women's Football,Gold
99538,Brittney Davon Reese,F,25,173,61,United States,USA,2012,Summer,London,Athletics,Athletics Women's Long Jump,Gold
99540,Shayne Leanne Reese,F,25,168,62,Australia,AUS,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
99793,Nicole Reinhardt,F,22,179,65,Germany,GER,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
99924,Ren Qian,F,15,162,49,China,CHN,2016,Summer,Rio de Janeiro,Diving,Diving Women's Platform,Gold
100455,"Stephanie Louise ""Steph"" Rice",F,20,176,67,Australia,AUS,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
100455,"Stephanie Louise ""Steph"" Rice",F,20,176,67,Australia,AUS,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,Gold
100455,"Stephanie Louise ""Steph"" Rice",F,20,176,67,Australia,AUS,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Individual Medley,Gold
100516,Sanya Richards-Ross,F,19,173,62,United States,USA,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
100516,Sanya Richards-Ross,F,23,173,62,United States,USA,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
100714,Linn-Kristin Ullevoldster Riegelhuth Koren,F,24,175,66,Norway,NOR,2008,Summer,Beijing,Handball,Handball Women's Handball,Gold
100937,Fanny Rinne,F,24,178,64,Germany,GER,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
101026,Jenny Rissveds,F,22,165,55,Sweden,SWE,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold
101459,Moushaumi Robinson,F,23,170,59,United States,USA,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
101708,Amy Joy Rodriguez (-Shilling),F,21,163,66,United States,USA,2008,Summer,Beijing,Football,Football Women's Football,Gold
101708,Amy Joy Rodriguez (-Shilling),F,25,163,66,United States,USA,2012,Summer,London,Football,Football Women's Football,Gold
102175,Brianna Rollins,F,24,165,59,United States,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Gold
102276,Svetlana Alekseyevna Romashina,F,18,173,57,Russia,RUS,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
102276,Svetlana Alekseyevna Romashina,F,22,173,57,Russia,RUS,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
102276,Svetlana Alekseyevna Romashina,F,22,173,57,Russia,RUS,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
102438,Giaan Leigh Rooney,F,21,175,63,Australia,AUS,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
102697,Kyla Briana Ross,F,15,157,45,United States,USA,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
102758,Jessica Rossi,F,20,168,59,Italy,ITA,2012,Summer,London,Shooting,Shooting Women's Trap,Gold
102818,Monica Rou,F,17,153,44,Romania,ROU,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold
102818,Monica Rou,F,17,153,44,Romania,ROU,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,Gold
103052,Joanna Katie Rowsell Shand,F,23,180,69,Great Britain,GBR,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Gold
105305,Kaitlin Shea Sandeno (-Hogan),F,21,168,54,United States,USA,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
106906,"Jessicah Lee ""Jess"" Schipper",F,17,170,60,Australia,AUS,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
106906,"Jessicah Lee ""Jess"" Schipper",F,21,170,60,Australia,AUS,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
106938,"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21,176,65,Australia,AUS,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
106938,"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25,176,65,Australia,AUS,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
107418,Lena Schneborn,F,22,179,60,Germany,GER,2008,Summer,Beijing,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
107518,Hinkelien Schreuder,F,24,179,61,Netherlands,NED,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
108198,Emily Jane Seebohm,F,16,180,70,Australia,AUS,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
108198,Emily Jane Seebohm,F,20,180,70,Australia,AUS,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
108532,Mokgadi Caster Semenya,F,25,178,70,South Africa,RSA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Gold
108970,Karolina Andreyevna Sevastyanova,F,17,173,51,Russia,RUS,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
109215,Aida Vladimirovna Shanayeva,F,22,173,63,Russia,RUS,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Gold
109482,Sheilla Tavares de Castro Blassioli,F,25,185,65,Brazil,BRA,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
109683,Shi Tingmao,F,24,159,52,China,CHN,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,Gold
109683,Shi Tingmao,F,24,159,52,China,CHN,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Gold
109693,Ai Shibata,F,22,176,63,Japan,JPN,2004,Summer,Athina,Swimming,Swimming Women's 800 metres Freestyle,Gold
109900,Alla Anatolyevna Shishkina,F,22,170,54,Russia,RUS,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
109932,Darya Valeryevna Shkurikhina,F,17,176,56,Russia,RUS,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
109988,Anna Vladimirovna Shorina,F,21,161,52,Russia,RUS,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
109988,Anna Vladimirovna Shorina,F,25,161,52,Russia,RUS,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
110085,Mariya Vladimirovna Shurochkina,F,21,164,48,Russia,RUS,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
110549,Rafaela Lopes Silva,F,24,169,57,Brazil,BRA,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,Gold
110897,Sherone Anmarica Simpson,F,19,163,59,Jamaica,JAM,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
111477,Anna Vitalyevna Sivkova,F,22,176,64,Russia,RUS,2004,Summer,Athina,Fencing,"Fencing Women's epee, Team",Gold
111571,Nataliya Anatolivna Skakun,F,23,160,60,Ukraine,UKR,2004,Summer,Athina,Weightlifting,Weightlifting Women's Middleweight,Gold
111938,Yelena Vladimirovna Slesarenko (Sivushenko-),F,22,178,60,Russia,RUS,2004,Summer,Athina,Athletics,Athletics Women's High Jump,Gold
112169,Miloushka Yasemin Smit,F,23,178,70,Netherlands,NED,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
112334,Leah Smith,F,21,178,67,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
112753,"Nicoleta Daniela ""Dana"" ofronie",F,16,146,37,Romania,ROU,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold
113022,Joyce Sombroek,F,21,179,64,Netherlands,NED,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
113033,Mika Someya,F,25,166,65,Japan,JPN,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
113137,Song Nina,F,24,179,65,China,CHN,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Gold
113169,Rebecca Soni,F,21,173,61,United States,USA,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,Gold
113169,Rebecca Soni,F,25,173,61,United States,USA,2012,Summer,London,Swimming,Swimming Women's 200 metres Breaststroke,Gold
113169,Rebecca Soni,F,25,173,61,United States,USA,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
114059,Sukanya Srisurat,F,21,155,58,Thailand,THA,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,Gold
114701,Britta Steffen,F,24,180,60,Germany,GER,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,Gold
114701,Britta Steffen,F,24,180,60,Germany,GER,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,Gold
115809,Silvia Alexandra Stroescu,F,19,156,48,Romania,ROU,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold
116495,Sun Tiantian,F,22,175,64,China-1,CHN,2004,Summer,Athina,Tennis,Tennis Women's Doubles,Gold
116540,Siren Sundby,F,21,165,54,Norway,NOR,2004,Summer,Athina,Sailing,Sailing Women's One Person Dinghy,Gold
117322,Gabriella Timea Szab,F,25,170,62,Hungary,HUN,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
118369,Sopita Tanasan,F,21,154,48,Thailand,THA,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Gold
118470,Ayumi Tanimoto,F,23,158,63,Japan,JPN,2004,Summer,Athina,Judo,Judo Women's Half-Middleweight,Gold
118634,Jeneba Sylvia Tarmoh,F,22,165,59,United States,USA,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
118643,Lindsay Ann Tarpley (-Snow),F,20,165,58,United States,USA,2004,Summer,Athina,Football,Football Women's Football,Gold
118643,Lindsay Ann Tarpley (-Snow),F,24,165,58,United States,USA,2008,Summer,Beijing,Football,Football Women's Football,Gold
118724,Anastasiya Alekseyevna Tatareva,F,19,165,44,Russia,RUS,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
118778,Diana Lurena Taurasi,F,22,183,70,United States,USA,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Gold
118844,Nurcan Taylan,F,20,151,48,Turkey,TUR,2004,Summer,Athina,Weightlifting,Weightlifting Women's Flyweight,Gold
119631,"Nafissatou ""Nafi"" Thiam",F,21,184,69,Belgium,BEL,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Gold
119903,Elaine Thompson,F,24,167,57,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Gold
119903,Elaine Thompson,F,24,167,57,Jamaica,JAM,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Gold
120025,Pawina Thongsuk,F,25,156,68,Thailand,THA,2004,Summer,Athina,Weightlifting,Weightlifting Women's Heavyweight,Gold
120121,"Virginia ""Ginny"" Thrasher",F,19,155,55,United States,USA,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold
120215,Tian Qing,F,25,168,63,China-1,CHN,2012,Summer,London,Badminton,Badminton Women's Doubles,Gold
120369,Anzhelika Igorevna Timanina,F,23,176,58,Russia,RUS,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
120817,Mariya Yuryevna Tolkachova,F,18,176,53,Russia,RUS,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
121023,Emma Kate Tonegato,F,21,165,63,Australia,AUS,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
121108,Gelena Dmitriyevna Topilina,F,22,175,56,Russia,RUS,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
121203,Sofia Toro Prieto-Puga,F,21,159,68,Spain,ESP,2012,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Gold
121345,Eri Tosaka,F,22,152,48,Japan,JPN,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold
121471,Josephine Maria Touray,F,24,165,57,Denmark,DEN,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
122071,Laura Rebecca Trott (-Kenny),F,20,164,56,Great Britain,GBR,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Gold
122071,Laura Rebecca Trott (-Kenny),F,20,164,56,Great Britain,GBR,2012,Summer,London,Cycling,Cycling Women's Omnium,Gold
122071,Laura Rebecca Trott (-Kenny),F,24,164,56,Great Britain,GBR,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold
122071,Laura Rebecca Trott (-Kenny),F,24,164,56,Great Britain,GBR,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Gold
122077,"De'Hashia Tonnek ""DeeDee"" Trotter",F,21,178,64,United States,USA,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
122097,Tina Trstenjak,F,25,162,65,Slovenia,SLO,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Gold
122361,Athanasia Tsoumeleka,F,22,158,47,Greece,GRE,2004,Summer,Athina,Athletics,Athletics Women's 20 kilometres Walk,Gold
122634,Anna Tunnicliffe (-Funk),F,25,168,66,United States,USA,2008,Summer,Beijing,Sailing,Sailing Women's One Person Dinghy,Gold
122919,"Georgina Sophie ""Georgie"" Twigg",F,25,170,62,Great Britain,GBR,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
123132,Masae Ueno,F,25,160,70,Japan,JPN,2004,Summer,Athina,Judo,Judo Women's Middleweight,Gold
124153,Naomi Frances van As,F,25,179,63,Netherlands,NED,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
